"key","de"
"fragetypen_einfachauswahl_beispiel_1.body.SingleChoice1.rdc.u2.ao9.label","Bremen"
"fragetypen_einfachauswahl_beispiel_1.body.SingleChoice1.rdc.u2.ao10.label","Hamburg"
"fragetypen_einfachauswahl_beispiel_1.body.SingleChoice1.rdc.u2.ao11.label","Hessen"
"fragetypen_einfachauswahl_beispiel_1.body.SingleChoice1.rdc.u2.ao12.label","Niedersachsen"
"fragetypen_einfachauswahl_beispiel_1.body.SingleChoice1.rdc.u2.ao13.label","Nordrhein-Westfalen"
"fragetypen_einfachauswahl_beispiel_1.body.SingleChoice1.rdc.u2.ao14.label","Rheinland-Pfalz"
"fragetypen_einfachauswahl_beispiel_1.body.SingleChoice1.rdc.u2.ao15.label","Saarland"
"fragetypen_einfachauswahl_beispiel_1.body.SingleChoice1.rdc.u2.ao16.label","Schleswig-Holstein"
"fragetypen_einfachauswahl_beispiel_1.body.SingleChoice1.rdc.u3.ao17.label","außerhalb von Deutschland, "
"fragetypen_einfachauswahl_beispiel_1.body.SingleChoice1.rdc.u3.ao17.qo.l_0","und zwar in: "
"fragetypen_einfachauswahl_beispiel_1.body.SingleChoice1.rdc.u4.ao18.label","weiß nicht"
"fragetypen_einfachauswahl_beispiel_1.body.SingleChoice1.rdc.u4.ao19.label","Ich möchte nicht studieren."
"fragetypen_einfachauswahl_beispiel_1.body.section.text_0","#{layout.SOURCECODE_START}#{layout.BREAK}#{layout.BREAK} Anschauungsbeispiel: Vertikale Einfachauswahl #{layout.BREAK} Quelle: Deutsches Zentrum für Hochschul- und Wissenschaftsforschung (DZHW), Nationales Bildungspanel (NEPS): Bildungsverläufe in Deutschland 2014, Hochschulstudium und Übergang in den Beruf; geänderte Fassung. #{layout.SOURCECODE_END} "
"fragetypen_einfachauswahl_beispiel_2.body.sc1.q_0","Wie schätzen Sie sich persönlich ein: Sind Sie im Allgemeinen ein risikobereiter Mensch oder versuchen Sie, Risiken zu vermeiden? "
"fragetypen_einfachauswahl_beispiel_2.body.sc1.i_0","Antworten Sie bitte anhand der folgenden Skala, bei der 0 ""gar nicht risikobereit"" und 10 ""sehr risikobereit"" bedeutet. #{layout.BREAK} #{layout.BREAK} "
"fragetypen_einfachauswahl_beispiel_2.body.sc1.rd.ao1.l1","gar nicht #{layout.BREAK} risikobereit "
"fragetypen_einfachauswahl_beispiel_2.body.sc1.rd.ao11.l1","sehr #{layout.BREAK} risikobereit "
"fragetypen_einfachauswahl_beispiel_2.body.sc1.rd.ao12.label","Ich kann mich #{layout.BREAK} hier nicht #{layout.BREAK} zuordnen, weil"
"fragetypen_einfachauswahl_beispiel_2.body.sc1.rd.ao13.label","keine Angabe"
"fragetypen_einfachauswahl_beispiel_2.body.section.text_0","#{layout.SOURCECODE_START}#{layout.BREAK}#{layout.BREAK} #{layout.BREAK} Anschauungsbeispiel: Horizontale Einfachauswahl #{layout.BREAK} Quelle: Deutsches Zentrum für Hochschul- und Wissenschaftsforschung (DZHW), HISBUS, Befragung zur Familienfreundlichkeit; geänderte Fassung. #{layout.SOURCECODE_END} "
"fragetypen_einfachauswahl_beispiel_3.body.sc.q_0"," Es gibt Menschen, die in unserer Gesellschaft eher oben stehen und solche, die eher unten stehen. Unten stehend finden Sie eine Skala, die von oben nach unten verläuft. Wo auf dieser Skala würden Sie sich derzeit einordnen? "
"fragetypen_einfachauswahl_beispiel_3.body.sc.ins_0","Bitte wählen Sie die auf Sie zutreffende Antwortoption aus. "
"fragetypen_einfachauswahl_beispiel_3.body.sc.rd.ao1.label","Oben"
"fragetypen_einfachauswahl_beispiel_3.body.sc.rd.ao10.label","Unten"
"fragetypen_einfachauswahl_beispiel_3.body.sc.rd.m1.label","weiß nicht"
"fragetypen_einfachauswahl_beispiel_3.body.section.text_0"," #{layout.SOURCECODE_START}#{layout.BREAK}#{layout.BREAK} #{layout.BREAK} Einfachauswahl als vertikale Leiste #{layout.BREAK} Quelle: European Social Survey 2012, Gesellschaft und Demokratie in Europa (Welle 6), S. 23; geänderte Fassung. #{layout.SOURCECODE_END} "
"fragetypen_einfachauswahl_beispiel_4.body.sc.q_0","Viele Leute verwenden die Begriffe 'links' und 'rechts', wenn es darum geht, unterschiedliche politische Einstellungen zu kennzeichnen. Wir haben hier einen Maßstab, der von links nach rechts verläuft. Wenn Sie an Ihre eigenen politischen Ansichten denken, wo würden Sie diese Ansichten auf dieser Skala einstufen? "
"fragetypen_einfachauswahl_beispiel_4.body.sc.ins_0","Markieren Sie bitte eines der Kästchen. #{layout.BREAK} #{layout.BREAK} "
"fragetypen_einfachauswahl_beispiel_4.body.sc.rd.ao1.label","Links"
"fragetypen_einfachauswahl_beispiel_4.body.sc.rd.ao10.label","Rechts"
"fragetypen_einfachauswahl_beispiel_4.body.section.text_0"," #{layout.SOURCECODE_START}#{layout.BREAK}#{layout.BREAK} #{layout.BREAK} Einfachauswahl als horizontale Leiste #{layout.BREAK} Quelle: Breyer, B. (2015): Left-Right Self-Placement ( ALLBUS). Zusammenstellung sozialwissenschaftlicher Items und Skalen; geänderte Fassung. #{layout.SOURCECODE_END} "
"fragetypen_einfachauswahl_beispiel_5.body.section1.t2_0","#{layout.BOLD_START} Welche berufliche Stellung haben Ihre Eltern? #{layout.BOLD_END} "
"fragetypen_einfachauswahl_beispiel_5.body.sc1.ins1_0","Ist Ihr Vater/Ihre Mutter verstorben, im Ruhestand oder arbeitslos, beziehen Sie Ihre Angaben auf den zuletzt ausgeübten Beruf. #{layout.BREAK} #{layout.BREAK} #{layout.BREAK} "
"fragetypen_einfachauswahl_beispiel_5.body.sc1.q1_0","Vater"
"fragetypen_einfachauswahl_beispiel_5.body.sc1.rd1.ao0.label","bitte auswählen"
"fragetypen_einfachauswahl_beispiel_5.body.sc1.rd1.u1.t1_0","Arbeiter"
"fragetypen_einfachauswahl_beispiel_5.body.sc1.rd1.u1.ao1.label","ungelernter/angelernter Arbeiter"
"fragetypen_einfachauswahl_beispiel_5.body.sc1.rd1.u1.ao2.label","Facharbeiter, unselbständiger Handwerker (mit Lehre)"
"fragetypen_einfachauswahl_beispiel_5.body.sc1.rd1.u1.ao3.label","Meister, Polier"
"fragetypen_einfachauswahl_beispiel_5.body.sc1.rd1.u2.t2_0","Angestellter"
"fragetypen_einfachauswahl_beispiel_5.body.sc1.rd1.u2.ao4.label","ausführender Angestellter (z.B. Schreibkraft, Verkäufer)"
"fragetypen_einfachauswahl_beispiel_5.body.sc1.rd1.u2.ao5.label","qualifizierter Angestellter (z.B. Sachbearbeiter, Buchhalter, Werkmeister, Krankenpfleger)"
"fragetypen_einfachauswahl_beispiel_5.body.sc1.rd1.u2.ao6.label","leitender/hochqualifizierter Angestellter (z.B. Abteilungsleiter, Prokurist, Geschäftsführer, wissenschaftlicher Mitarbeiter)"
"fragetypen_einfachauswahl_beispiel_5.body.sc1.rd1.u3.t3_0","Beamter"
"fragetypen_einfachauswahl_beispiel_5.body.sc1.rd1.u3.ao7.label","im einfachen/mittleren Dienst (z.B. Assistent, Sekretär, Polizeiwachtmeister)"
"fragetypen_einfachauswahl_beispiel_5.body.sc1.rd1.u3.ao8.label","im gehobenen Dienst (z.B. Inspektor, Amtsrat, Kriminalkommissar)"
"fragetypen_einfachauswahl_beispiel_5.body.sc1.rd1.u3.ao9.label","im höheren Dienst (ab Regierungsrat, Studienrat, Hochschullehrer)"
"fragetypen_einfachauswahl_beispiel_5.body.sc1.rd1.u4.t4_0","Selbständiger"
"fragetypen_einfachauswahl_beispiel_5.body.sc1.rd1.u4.ao10.label","kleiner Selbständiger (z.B. Einzelhändler, Handwerker)"
"fragetypen_einfachauswahl_beispiel_5.body.sc1.rd1.u4.ao11.label","mittlerer Selbständiger (z.B. großer Einzelhändler, Hauptvertreter)"
"fragetypen_einfachauswahl_beispiel_5.body.sc1.rd1.u4.ao12.label","größerer Selbständiger (z.B. Fabrikbesitzer)"
"fragetypen_einfachauswahl_beispiel_5.body.sc1.rd1.u4.ao13.label","Freie Berufe, selbständiger Akademiker (z.B. Rechtsanwalt, niedergelassener Arzt, Künstler)"
"fragetypen_einfachauswahl_beispiel_5.body.sc1.rd1.u4.ao14.label","selbständiger Landwirt"
"fragetypen_einfachauswahl_beispiel_5.body.sc1.rd1.u5.t4_0","Sonstiges"
"fragetypen_einfachauswahl_beispiel_5.body.sc1.rd1.u5.ao15.label","in Ausbildung befindlich"
"fragetypen_einfachauswahl_beispiel_5.body.sc1.rd1.u5.ao16.label","nie berufstätig gewesen, Hausmann"
"fragetypen_einfachauswahl_beispiel_5.body.sc1.rd1.u5.ao17.label","anderes"
"fragetypen_einfachauswahl_beispiel_5.body.sc1.rd1.u5.ao18.label","weiß nicht"
"fragetypen_einfachauswahl_beispiel_5.body.sc2.q2_0","Mutter"
"fragetypen_einfachauswahl_beispiel_5.body.sc2.rd2.ao0.label","bitte auswählen"
"fragetypen_einfachauswahl_beispiel_5.body.sc2.rd2.u1.t1_0","Arbeiterin"
"fragetypen_einfachauswahl_beispiel_5.body.sc2.rd2.u1.ao1.label","ungelernte/angelernte Arbeiterin"
"fragetypen_einfachauswahl_beispiel_5.body.sc2.rd2.u1.ao2.label","Facharbeiterin, unselbständige Handwerkerin (mit Lehre)"
"fragetypen_einfachauswahl_beispiel_5.body.sc2.rd2.u1.ao3.label","Meisterin, Polierin"
"fragetypen_einfachauswahl_beispiel_5.body.sc2.rd2.u2.t2_0","Angestellte"
"fragetypen_einfachauswahl_beispiel_5.body.sc2.rd2.u2.ao4.label","ausführende Angestellte (z.B. Schreibkraft, Verkäuferin)"
"fragetypen_einfachauswahl_beispiel_5.body.sc2.rd2.u2.ao5.label","qualifizierte Angestellte (z.B. Sachbearbeiterin, Buchhalterin, Werkmeisterin, Krankenschwester)"
"fragetypen_einfachauswahl_beispiel_5.body.sc2.rd2.u2.ao6.label","leitende/hochqualifizierte Angestellte (z.B. Abteilungsleiterin, Prokuristin, Geschäftsführerin, wissenschaftliche Mitarbeiterin)"
"fragetypen_einfachauswahl_beispiel_5.body.sc2.rd2.u3.t3_0","Beamtin"
"fragetypen_einfachauswahl_beispiel_5.body.sc2.rd2.u3.ao7.label","im einfachen/mittleren Dienst (z.B. Assistentin, Sekretärin, Polizeiwachtmeisterin)"
"fragetypen_einfachauswahl_beispiel_5.body.sc2.rd2.u3.ao8.label","im gehobenen Dienst (z.B. Inspektorin, Amtsrätin, Kriminalkommissarin)"
"fragetypen_einfachauswahl_beispiel_5.body.sc2.rd2.u3.ao9.label","im höheren Dienst (ab Regierungsrätin, Studienrätin, Hochschullehrerin)"
"fragetypen_einfachauswahl_beispiel_5.body.sc2.rd2.u4.t4_0","Selbständige"
"fragetypen_einfachauswahl_beispiel_5.body.sc2.rd2.u4.ao10.label","kleinere Selbständige (z.B. Einzelhändlerin, Handwerkerin)"
"fragetypen_einfachauswahl_beispiel_5.body.sc2.rd2.u4.ao11.label","mittlere Selbständige (z.B. große Einzelhändlerin, Hauptvertreterin)"
"fragetypen_einfachauswahl_beispiel_5.body.sc2.rd2.u4.ao12.label","größere Selbständige (z.B. Fabrikbesitzerin)"
"fragetypen_einfachauswahl_beispiel_5.body.sc2.rd2.u4.ao13.label","Freie Berufe, selbständige Akademikerin (z.B. Rechtsanwältin, niedergelassene Ärztin, Künstlerin)"
"fragetypen_einfachauswahl_beispiel_5.body.sc2.rd2.u4.ao14.label","selbständige Landwirtin"
"fragetypen_einfachauswahl_beispiel_5.body.sc2.rd2.u5.t4_0","Sonstiges"
"fragetypen_einfachauswahl_beispiel_5.body.sc2.rd2.u5.ao15.label","in Ausbildung befindlich"
"fragetypen_einfachauswahl_beispiel_5.body.sc2.rd2.u5.ao16.label","nie berufstätig gewesen, Hausfrau"
"fragetypen_einfachauswahl_beispiel_5.body.sc2.rd2.u5.ao17.label","anderes"
"fragetypen_einfachauswahl_beispiel_5.body.sc2.rd2.u5.ao18.label","weiß nicht"
"fragetypen_einfachauswahl_beispiel_5.body.section2.text_0","#{layout.SOURCECODE_START} #{layout.BREAK} Anschauungsbeispiel: Einfachauswahl mit Dropdown-Menü #{layout.BREAK} Quelle: Universität Konstanz, 13. Studierendensurvey, 2015/16, geänderte Fassung. #{layout.SOURCECODE_END} "
"fragetypen_mehrfachauswahl.t1_0","#{layout.H4_START} Mehrfachauswahl #{layout.H4_END} "
"fragetypen_mehrfachauswahl.t2_0"," #{layout.P_START} Die Mehrfachauswahl (engl. check-all question, check-all-that-apply question, multiple-choice question) ist ein Fragetyp, bei der die Befragten aus vorgegebenen, horizontal oder vertikal abgetragenen Kategorien alle auf sie zutreffenden Antworten auswählen. Als Auswahlfelder werden sogenannte Checkboxen eingesetzt. Sie lassen pro Frage maximal so viele Antworten zu, wie von Ihnen vorgegeben werden. Ihre Erwartungen hinsichtlich der Beantwortung durch die Befragten sollte sich in einer entsprechenden Instruktion wiederfinden (zum Beispiel: ""Markieren Sie alle auf Sie zutreffenden Aussagen."" oder ""Markieren Sie bitte die drei für Sie wichtigsten Gründe.""). Eine "
"fragetypen_mehrfachauswahl.t2_1","Antwortvalidierung"
"fragetypen_mehrfachauswahl.t2_2"," (z.B. für die Anzahl an selektierten Antwortoptionen) ist möglich, erfolgt jedoch erst beim Seitenwechsel. Sowohl die Checkboxen als auch der Text der Antwortkategorien sind aktive Steuerelemente; ein Anklicken führt zur Auswahl. Die erfolgreiche Auswahl wird durch eine häkchenförmige Markierung der Checkbox der jeweiligen Antwortkategorie visualisiert. Zusätzlich können Sie bei der Mehrfachauswahl Exklusivkategorien bestimmen für den Fall, dass die Selektion einer vorab definierten Kategorie die Selektion anderer Antworten ausschließen soll. #{layout.BREAK} #{layout.BREAK} Die vorgegebenen Antwortkategorien können um offene Eingabefelder ergänzt und im Zuge dessen konkretisiert werden (siehe zu Hybridfragen: "
"fragetypen_mehrfachauswahl.t2_3","Fragetypen und Formatoptionen"
"fragetypen_mehrfachauswahl.t2_4"," und "
"fragetypen_mehrfachauswahl.t2_5","offene Frage"
"fragetypen_mehrfachauswahl.t2_6"," ). Eine Eingabe in dieses Feld führt automatisch zur Auswahl der Checkbox der entsprechenden Antwort. Kategorien für fehlende Werte, wie ""keine Angabe"", ""weiß nicht"" oder ""trifft nicht zu"", können sowohl in der horizontalen als auch in der vertikalen Anordnung abgesetzt, d.h. mit Lücke zu den gültigen Werten, dargestellt werden, damit sie nicht mit Skalenpunkten verwechselt werden (Tourangeou et al. 2004). #{layout.BREAK} #{layout.BREAK} Anschauungsbeispiele: #{layout.BREAK} #{layout.UNORDEREDLIST_START} #{layout.LIST_ITEM_START} "
"fragetypen_mehrfachauswahl.t2_7","Vertikale Mehrfachauswahl"
"fragetypen_mehrfachauswahl.t2_8"," #{layout.LIST_ITEM_END} #{layout.LIST_ITEM_START} "
"fragetypen_mehrfachauswahl.t2_9","Horizontale Mehrfachauswahl"
"fragetypen_mehrfachauswahl.t2_10"," #{layout.LIST_ITEM_END} #{UNORDEREDLIST_END} #{layout.P_END} "
"fragetypen_mehrfachauswahl.t3_0"," #{layout.P_START}#{layout.BREAK}#{layout.BREAK} TIPP: #{layout.BREAK} #{layout.UNORDEREDLIST_START} #{layout.LIST_ITEM_START} Möchten Sie den Befragten eine größere Zahl an Antwortalternativen vorlegen, empfehlen Smyth et al. 2004 ihre Gruppierung nach übergeordneten Kategorien und die Verwendung von Zwischenüberschriften. Dieses Vorgehen kann einen positiven Einfluss auf die Anzahl der als zutreffend gewählten Antwortkategorien haben. #{layout.LIST_ITEM_END} #{layout.LIST_ITEM_START} Unzureichend motivierte Befragte neigen dazu, nicht alle zutreffenden Antwortkategorien der Mehrfachauswahl zu markieren, sondern nur maximal so viele, wie sie subjektiv für notwendig erachten (zu sogenannten Satisficing-Effekten, wie Primacy und Recency, siehe Krosnick und Alwin 1987 sowie Krosnick 1991). Resultat dieses Satisficing ist, dass die weiter unten stehenden Kategorien in schriftlichen Befragungen systematisch seltener ausgewählt werden, als die weiter oben stehenden (Bosnjak in Informationszentrum Sozialwissenschaften 2003). Alternativ zur Mehrfachauswahl kann eine "
"fragetypen_mehrfachauswahl.t3_1","Matrix"
"fragetypen_mehrfachauswahl.t3_2"," mit den Antwortkategorien ja und nein (engl. forced-choice question) eingesetzt werden. Hier können Kategorien nicht nur implizit (und zwar durch das Nicht-Selektieren), sondern explizit verneint werden (Welker und Wenzel 2007: 66). Durch den Einsatz von forced-choice questions in Onlinebefragungen sind im Vergleich zur Mehrfachauswahl 22% mehr markierte Antwortkategorien sowie eine 2,4 Mal längere Bearbeitungsdauer pro Frage zu erwarten (Smyth et al. 2006). Das Autorenteam liefert zudem Evidenz dafür, dass diese Methode im Zuge der intensiveren Auseinandersetzung mit den einzelnen Items zu geringeren Primacy-Effekten und deshalb zur besseren Datenqualität führen (ebd.). #{layout.LIST_ITEM_END}#{UNORDEREDLIST_END}#{layout.P_END} "
"fragetypen_mehrfachauswahl_beispiel_1.body.mc1.question1_0"," Welchen Schwierigkeiten sind Sie bei Ihrer Stellensuche - unabhängig von deren Erfolg - bislang begegnet? "
"fragetypen_mehrfachauswahl_beispiel_1.body.mc1.instruction1_0"," Bitte markieren Sie alles Zutreffende. "
"fragetypen_mehrfachauswahl_beispiel_1.body.mc1.rd.u1.t1_0"," external "
"fragetypen_mehrfachauswahl_beispiel_1.body.mc1.rd.u1.ao1.label","Für meine Fachrichtung werden nur relativ wenige Stellen angeboten."
"fragetypen_mehrfachauswahl_beispiel_1.body.mc1.rd.u1.ao2.label","Für meine Fachrichtung werden hauptsächlich Praktikums- oder Volontariatsstellen angeboten."
"fragetypen_mehrfachauswahl_beispiel_1.body.mc1.rd.u1.ao3.label","Es werden meist Absolventen/Absolventinnen mit einem anderen Studienschwerpunkt gesucht."
"fragetypen_mehrfachauswahl_beispiel_1.body.mc1.rd.u1.ao4.label","Oft wird ein anderer Studienabschluss verlangt (z. B. Uni- statt FH-Abschluss, Master statt Bachelor)."
"fragetypen_mehrfachauswahl_beispiel_1.body.mc1.rd.u1.ao5.label","Es werden spezielle Kenntnisse verlangt, die ich nicht habe (z. B. EDV, Fremdsprachen)."
"fragetypen_mehrfachauswahl_beispiel_1.body.mc1.rd.u1.ao6.label","Es werden überwiegend Bewerber/Bewerberinnen mit Berufserfahrung gesucht."
"fragetypen_mehrfachauswahl_beispiel_1.body.mc1.rd.u2.t2_0","#{layout.BREAK} internal "
"fragetypen_mehrfachauswahl_beispiel_1.body.mc1.rd.u2.ao7.label","Angebotene Stellen entsprachen nicht meinen Gehaltsvorstellungen."
"fragetypen_mehrfachauswahl_beispiel_1.body.mc1.rd.u2.ao8.label","Angebotene Stellen entsprachen nicht meinen Vorstellungen über Arbeitszeit und/oder Arbeitsbedingungen."
"fragetypen_mehrfachauswahl_beispiel_1.body.mc1.rd.u2.ao9.label","Angebotene Stellen waren zu weit entfernt."
"fragetypen_mehrfachauswahl_beispiel_1.body.mc1.rd.u2.ao10.label","Angebotene Stellen entsprachen nicht meinen inhaltlichen Vorstellungen."
"fragetypen_mehrfachauswahl_beispiel_1.body.mc1.rd.u2.ao11.label","Die Vereinbarkeit von Familie/Partnerschaft und Beruf war schwierig."
"fragetypen_mehrfachauswahl_beispiel_1.body.mc1.rd.u3.ao12.label","andere Schwierigkeiten, und zwar: "
"fragetypen_mehrfachauswahl_beispiel_1.body.mc1.rd.u4.ao14.label","keine dieser Schwierigkeiten"
"fragetypen_mehrfachauswahl_beispiel_1.body.section.text_0","#{layout.SOURCECODE_START} #{layout.BREAK} #{layout.BREAK} #{layout.BREAK} Anschauungsbeispiel: Vertikale Mehrfachauswahl #{layout.BREAK} Quelle: Deutsches Zentrum für Hochschul- und Wissenschaftsforschung (DZHW), Nationales Bildungspanel (NEPS): Bildungsverläufe in Deutschland 2014, Hochschulstudium und Übergang in den Beruf; geänderte Fassung. #{layout.SOURCECODE_END} "
"fragetypen_mehrfachauswahl_beispiel_2.body.mc1.question1_0"," Wie häufig haben Sie seit Ihrer ersten Beschäftigung als wissenschaftliche/r Mitarbeiter/in die wissenschaftliche Einrichtung gewechselt? #{layout.BREAK} #{layout.BREAK} "
"fragetypen_mehrfachauswahl_beispiel_2.body.mc1.rd.ao1.label","Bisher keine Wechsel"
"fragetypen_mehrfachauswahl_beispiel_2.body.mc1.rd.ao2.label","Freiwilliger Wechsel#{layout.BREAK} (trotz Möglichkeit der#{layout.BREAK} Vertragsverlängerung)"
"fragetypen_mehrfachauswahl_beispiel_2.body.mc1.rd.ao2.qo.l1_0","#{layout.BREAK} Anzahl: #{layout.BREAK} "
"fragetypen_mehrfachauswahl_beispiel_2.body.mc1.rd.ao3.label","Wechsel wegen Auslaufen#{layout.BREAK} des Vertrages/Projektes"
"fragetypen_mehrfachauswahl_beispiel_2.body.mc1.rd.ao3.qo.l2_0","#{layout.BREAK} Anzahl: #{layout.BREAK} "
"fragetypen_mehrfachauswahl_beispiel_2.body.mc1.rd.ao4.label","keine Angabe"
"fragetypen_mehrfachauswahl_beispiel_2.body.section.text_0","#{layout.SOURCECODE_START} #{layout.BREAK} #{layout.BREAK} #{layout.BREAK} Anschauungsbeispiel: Horizontale Mehrfachauswahl #{layout.BREAK} Quelle: Deutsches Zentrum für Hochschul- und Wissenschaftsforschung (DZHW), Wissenschaftsbefragung 2016; geänderte Fassung. #{layout.SOURCECODE_END} "
"fragetypen_matrix.t1_0"," #{layout.H4_START} Matrix #{layout.H4_END} "
"fragetypen_matrix.t3_0"," #{layout.P_START} Bei Matrizen beurteilen die Befragten mehrere Aspekte eines Gegenstandes (z.B. die Qualität der Leistungen des Studierendenwerkes: Speisen und Getränke in den Mensen und Cafeterien, Hilfe bei der Antragstellung gemäß BAföG, Unterstützung bei der Suche nach einem Wohnheimplatz, Psychologische, soziale und juristische Beratung) anhand einer vorgegebenen Skala (z.B. sehr gut, gut, befriedigend, ausreichend, mangelhaft, ungenügend). Die Skala kann sowohl horizontal als auch vertikal abgetragen werden. Matrizen mit vertikaler Skala dienen dem Vergleich von Merkmalen zwischen zwei oder mehr Merkmalsträgern. Hier werden Antwortkategorien untereinander abgetragen und spaltenweise für jeden Aspekt bzw. jedes Item bewertet. #{layout.BREAK} #{layout.BREAK} Anschauungsbeispiele: #{layout.BREAK} #{layout.UNORDEREDLIST_START} #{layout.LIST_ITEM_START} "
"fragetypen_matrix.t3_1","Matrix mit horizontaler Einfachauswahl"
"fragetypen_matrix.t3_2"," #{layout.LIST_ITEM_END} #{layout.LIST_ITEM_START} "
"fragetypen_matrix.t3_3","Matrix mit horizontaler Mehrfachauswahl"
"fragetypen_matrix.t3_4"," #{layout.LIST_ITEM_END} #{layout.LIST_ITEM_START} "
"fragetypen_matrix.t3_5","Matrix mit vertikaler Einfachauswahl"
"fragetypen_matrix.t3_6"," #{layout.LIST_ITEM_END} #{layout.LIST_ITEM_START} "
"fragetypen_matrix.t3_7","Matrix mit vertikaler Mehrfachauswahl"
"fragetypen_matrix.t3_8"," #{layout.LIST_ITEM_END} #{UNORDEREDLIST_END} #{layout.P_END} "
"fragetypen_matrix.t4_0"," #{layout.P_START} #{layout.BREAK}#{layout.BREAK} TIPP: #{layout.BREAK} #{layout.UNORDEREDLIST_START} #{layout.LIST_ITEM_START} Große Matrizen (ab 5-7 Zeilen bzw. Spalten) können Befragte überfordern und zu einem Absinken der Datenqualität führen (z.B. stereotypes Ankreuzen einer Antwortkategorie, Item-Nonresponse); sie sollten deshalb auf mehrere Fragebogenwebseiten aufgeteilt werden (Pannewitz 2002: 15ff., Reinboth 2005: 111f.) #{layout.LIST_ITEM_END} #{layout.LIST_ITEM_START} Sie können sowohl alle als auch nur einen Teil der Antwortkategorien (z.B. die Skalenendpunkte) mit Labels versehen. Grundsätzlich ist die Datenqualität von Skalen signifikant höher, wenn alle Antwortkategorien benannt werden, da dies Klarheit verschafft über die Bedeutung der verschiedenen Skalenpunkte (Krosnick und Berent 1993 sowie Peters und McCormick 1966 in Krosnick 1999). Die Aufmerksamkeit der Befragten für die Labels sinkt dabei allerdings mit der Zahl an benannten Antwortkategorien (Menold et al. 2014). Werden hingegen ausschließlich die Skalenendpunkte benannt, dann werden diese Extremwerte von den Befragten häufiger selektiert, als wenn alle Antwortkategorien mit Labels versehen sind (Moors et al. 2014). #{layout.LIST_ITEM_END} #{UNORDEREDLIST_END} #{layout.P_END} "
"fragetypen_matrix_beispiel_1.b.msc.q_0","Inwieweit treffen die nachfolgenden Aussagen auf Ihre finanzielle Situation zu? #{layout.BREAK} #{layout.BREAK} "
"fragetypen_matrix_beispiel_1.b.msc.rd.t1_0","trifft gar#{layout.BREAK} nicht zu "
"fragetypen_matrix_beispiel_1.b.msc.rd.t5_0","trifft voll#{layout.BREAK} und ganz zu "
"fragetypen_matrix_beispiel_1.b.msc.rd.t6_0","passt#{layout.BREAK} nicht "
"fragetypen_matrix_beispiel_1.b.msc.rd.i1.q1_0","Meine Eltern unterstützen mich finanziell so gut sie können. "
"fragetypen_matrix_beispiel_1.b.msc.rd.i2.q2_0","Ich habe den Eindruck meine Eltern finanziell zu überfordern. "
"fragetypen_matrix_beispiel_1.b.msc.rd.i3.q3_0","Ich will finanziell nicht auf meine Eltern angewiesen sein. "
"fragetypen_matrix_beispiel_1.b.msc.rd.i4.q4_0","Es macht mir nichts aus, neben dem Studium Geld verdienen zu müssen. "
"fragetypen_matrix_beispiel_1.b.msc.rd.i5.q5_0","Durch das Jobben wird sich meine Studienzeit verlängern. "
"fragetypen_matrix_beispiel_1.b.msc.rd.i6.q6_0","Ohne BAföG-Förderung könnte ich nicht studieren. "
"fragetypen_matrix_beispiel_1.b.msc.rd.i7.q7_0","Meine BAföG-Förderung gibt mir eine sichere Planungsperspektive. "
"fragetypen_matrix_beispiel_1.b.msc.rd.i8.q8_0","Ohne Stipendium könnte ich nicht studieren. "
"fragetypen_matrix_beispiel_1.b.msc.rd.i9.q9_0","Ich verfüge zurzeit über ausreichende finanzielle Mittel, um meine monatlichen Ausgaben zu decken. "
"fragetypen_matrix_beispiel_1.b.msc.rd.i10.q10_0","Ich habe zurzeit finanzielle Schwierigkeiten. "
"fragetypen_matrix_beispiel_1.b.msc.rd.i11.q11_0","Die Finanzierung meines Lebensunterhalts während meines Studiums ist sichergestellt. "
"fragetypen_matrix_beispiel_1.b.msc.rd.i12.q12_0"," Sonstiges, und zwar: "
"fragetypen_matrix_beispiel_1.b.section.text_0","#{layout.SOURCECODE_START} #{layout.BREAK} #{layout.BREAK} #{layout.BREAK} Anschauungsbeispiel: Matrix mit horizontaler Einfachauswahl #{layout.BREAK} Quelle: Deutsches Zentrum für Hochschul- und Wissenschaftsforschung (DZHW), 21. Sozialerhebung, 2016; geänderte Fassung. #{layout.SOURCECODE_END} "
"fragetypen_matrix_beispiel_2.body.matrix.q_0","Mit der Untersuchung und Sanktionierung von wissenschftlichem Fehlverhalten setzen sich eine Reihe sehr unterschiedlicher Institutionen und Personen auseinander. Ganz allgemein auf wissenschftliches Fehverhalten bezogen: Welche der aufgeführten Personen oder Institutionen halten Sie jeweils für geeignet, um bei der Aufdeckung, der Untersuchung und der Sanktionierung von Fehlverhalten tätig zu werden? #{layout.BREAK}#{layout.BREAK} "
"fragetypen_matrix_beispiel_2.body.matrix.rd.t1_0","Aufdeckung"
"fragetypen_matrix_beispiel_2.body.matrix.rd.t2_0","Untersuchung"
"fragetypen_matrix_beispiel_2.body.matrix.rd.t3_0","Sanktionierung"
"fragetypen_matrix_beispiel_2.body.matrix.rd.t4_0","Weder noch"
"fragetypen_matrix_beispiel_2.body.matrix.rd.i1.q_0","Fakultätsleitung"
"fragetypen_matrix_beispiel_2.body.matrix.rd.i2.q_0","Ombudsperson der Universität"
"fragetypen_matrix_beispiel_2.body.matrix.rd.i3.q_0","Universitäre Untersuchungskommission"
